date,rbd_p_ppm,acid_dosing_pct,bleaching_earth_dosing_pct,feed_ffa_pct,feed_mi_pct,feed_iv,feed_dobi,feed_car_pv,feed_p_ppm,log_feed_ffa_pct,log_feed_p_ppm,time_trend,missing_transition_phase,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,feed_tank_NT1/NT2,feed_tank_NT1/NT3,feed_tank_NT2,feed_tank_NT2/NT3,feed_tank_NT2/TK3,feed_tank_NT3,feed_tank_NT3/NT1,feed_tank_NT3/NT1/NT2,feed_tank_NT3/TK3,feed_tank_TK3,feed_tank_TK3/NT1,feed_tank_TK3/NT1/TK4,feed_tank_TK3/NT2,feed_tank_TK3/NT2/TK3,feed_tank_TK3/NT2/TK3/NT3,feed_tank_TK3/NT3,feed_tank_TK3/NT3/TK3,feed_tank_TK3/TK4,feed_tank_TK4,feed_tank_TK4/TK3,feed_tank_TK4/TK6,feed_type_CPO
2025-10-25,3.1,0.075,0.95,4.220000000000001,0.2125,52.76,2.25,461.5,26.8,1.6524974018945475,3.3250360206965914,268,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2025-10-26,3.3,0.075,1.1,3.778124999999999,0.2125,52.495000000000005,2.22,442.5,29.8,1.5640482101352897,3.427514689979529,269,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2025-10-27,2.0,0.075,1.05,3.945,0.22,52.510000000000005,2.215,454.5,29.8,1.5983769650746753,3.427514689979529,270,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2025-10-28,4.0,0.075,1.0,4.0,0.225,52.825,2.3049999999999997,473.5,30.5,1.6094379124341003,3.449987545831587,271,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2025-10-29,2.2,0.075,1.1,3.97,0.22,52.83,2.21,457.0,32.325,1.6034198401085373,3.5063078660647724,272,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2025-10-30,2.0,0.075,1.05,4.1000000000000005,0.21625,52.7475,2.195,456.5,28.3125,1.6292405397302803,3.378014046206498,273,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2025-10-31,1.8,0.075,1.0,4.23,0.2125,52.665,2.1799999999999997,456.0,24.3,1.6544112780768316,3.2308043957334744,274,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2025-11-01,1.9124999999999994,0.075,1.0,4.3325,0.215,52.59,2.22,446.0,24.35,1.6738201713633685,3.232778730037192,275,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2025-11-02,2.4,0.075,1.0,4.029999999999999,0.22,52.8,2.2,450.0,25.0,1.6154199841116477,3.258096538021482,276,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2025-11-03,2.4,0.08,0.9,4.109999999999999,0.2249999999999999,52.66,2.265,460.5,27.35,1.631199404215613,3.3446270301737613,277,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2025-11-04,3.5,0.08,0.9,4.08,0.235,52.905,2.2350000000000003,452.5,28.15,1.6253112615903906,3.3724549127965013,278,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2025-11-05,3.7,0.085,0.9,4.07,0.225,52.58,2.28,467.5,26.25,1.623340817603092,3.305053521109253,279,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2025-11-06,3.2,0.08,1.0,3.925,0.215,52.805,2.22,452.5,28.1,1.5943242746240522,3.370738174177447,280,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2025-11-07,3.4,0.075,1.0,3.955,0.215,52.635000000000005,2.225,466.5,27.9,1.6003971677819513,3.3638415951183864,281,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2025-11-08,3.6,0.07,1.0,4.194999999999999,0.23999999999999994,52.7375,2.1425,451.0,30.25,1.6476966245511906,3.4420193761824107,282,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2025-11-09,3.4,0.07,1.0,3.87,0.235,52.685,2.17,485.0,27.55,1.5830939370944985,3.351656936102019,283,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2025-11-10,3.0,0.07,1.0,4.1675,0.23999999999999994,52.7725,2.2224999999999997,460.25,31.85,1.6423890125737863,3.4919517449306197,284,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2025-11-11,3.6,0.07,1.0,3.89,0.22,52.58,2.285,462.5,28.15,1.5871923034867808,3.3724549127965013,285,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2025-11-12,3.1,0.07,1.0,3.94,0.22,52.705,2.315,457.0,29.0,1.597365331199831,3.4011973816621555,286,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2025-11-13,3.6,0.07,1.1,4.0649999999999995,0.215,52.650000000000006,2.3049999999999997,469.0,31.85,1.6223541377006465,3.4919517449306197,287,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2025-11-14,2.4,0.065,1.1,3.8025,0.23999999999999994,52.75,2.2024999999999997,453.75,27.33,1.5691366156605746,3.3439213138424253,288,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2025-11-15,3.2,0.07,1.1,3.91,0.225,52.58,2.225,449.5,27.25,1.5912739418064292,3.34109345759245,289,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2025-11-16,3.4,0.075,1.1,4.0200000000000005,0.225,52.89,2.275,456.5,29.0,1.613429933703638,3.4011973816621555,290,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2025-11-17,2.4,0.07,1.0,3.99,0.215,52.34,2.295,470.0,27.95,1.6074359097634274,3.3655702040190043,291,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2025-11-18,2.9,0.07,0.9,3.975,0.22,52.540000000000006,2.265,469.0,28.8,1.604425370610556,3.3945083935113587,292,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2025-11-19,2.8,0.07,0.9,4.005,0.215,52.52,2.295,472.0,29.0,1.6104374127671839,3.4011973816621555,293,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2025-11-20,3.3,0.07,1.0,3.95,0.21,52.56,2.285,451.0,28.95,1.599387576580599,3.3995293245614584,294,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2025-11-21,4.1,0.075,1.0,4.055,0.2,52.72,2.2225,449.0,33.85,1.6203778524724346,3.551053137206533,295,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2025-11-22,4.612500000000001,0.075,1.3,4.115,0.2,52.6,2.23,447.0,35.0,1.6321773994035897,3.58351893845611,296,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2025-11-23,3.1,0.075,1.2,4.074999999999999,0.215,52.895,2.22,449.0,31.75,1.624326524927851,3.488902962081261,297,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2025-11-24,4.0,0.08,1.3,3.985,0.205,52.825,2.21,447.0,36.1,1.6064334034138017,3.6136169696133895,298,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2025-11-25,3.8,0.08,1.4,4.145,0.205,52.95,2.21,463.5,37.75,1.638025369286013,3.657130755799356,299,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2025-11-26,2.7,0.08,1.3,3.905,0.205,52.885000000000005,2.2649999999999997,473.5,34.0,1.5902550930173263,3.5553480614894135,300,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2025-11-27,3.5,0.08,1.3,4.26,0.22,52.83,2.265,459.0,35.75,1.6601310267496185,3.6041382256588457,301,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2025-11-28,3.2,0.08,1.2,4.074999999999999,0.22,52.95,2.215,450.5,37.9,1.624326524927851,3.6609942506244004,302,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2025-11-29,3.5,0.08,1.2,4.085,0.22,52.925,2.3049999999999997,475.5,34.95,1.6262950295005232,3.5821290841670557,303,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2025-11-30,3.6,0.08,1.2,4.15,0.22,52.849999999999994,2.2350000000000003,463.5,37.25,1.6389967146756448,3.644143560272545,304,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2025-12-01,2.9,0.08,1.1,4.085,0.22,52.97,2.26,460.5,34.1,1.6262950295005232,3.55820113047182,305,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2025-12-02,2.6,0.076,1.1,4.01,0.215,52.895,2.2750000000000004,458.5,30.9,1.6114359150967734,3.462606009790799,306,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2025-12-03,2.5,0.075,0.95,4.195,0.235,52.9,2.245,471.5,31.6,1.6476966245511908,3.484312288372662,307,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2025-12-04,3.3,0.075,0.9,4.215,0.23,52.925,2.255,441.0,30.7,1.6515390884527357,3.456316680883235,308,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2025-12-05,4.2,0.075,1.0,4.27,0.2233333333333333,52.9,2.2833333333333337,461.0,31.0,1.6620303625532709,3.4657359027997265,309,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2025-12-06,3.3,0.075,1.2,4.27,0.225,52.915,2.27,463.0,31.7,1.6620303625532709,3.4873750779032076,310,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2025-12-07,2.6,0.08,1.1,4.276666666666666,0.2133333333333333,52.89000000000001,2.2533333333333334,461.3333333333333,30.9,1.663294585224811,3.462606009790799,311,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2025-12-08,3.0,0.08,1.0,4.390000000000001,0.22,52.93,2.275,462.5,35.3,1.684545384920906,3.591817741270805,312,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2025-12-09,2.3,0.08,0.93,4.49,0.2266666666666666,52.876666666666665,2.2566666666666664,457.3333333333333,28.0,1.7029282555214393,3.367295829986474,313,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2025-12-10,2.6,0.08,0.9,4.465,0.23,52.87,2.245,456.5,27.0,1.698364121628502,3.332204510175204,314,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2025-12-11,1.9,0.08,0.9,4.13,0.225,52.864999999999995,2.295,472.5,29.4,1.6351056591826783,3.414442608412176,315,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2025-12-12,4.2,0.08,1.0,4.3133333333333335,0.2133333333333333,52.93666666666667,2.21,438.3333333333333,27.9,1.6702193846939593,3.3638415951183864,316,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2025-12-13,3.0,0.08,1.1,4.375,0.205,52.935,2.25,461.5,26.0,1.6817585740137264,3.295836866004329,317,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2025-12-14,3.9,0.08,1.1,4.275,0.21,52.849999999999994,2.215,446.0,27.7,1.6629786793621302,3.3568971227655755,318,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2025-12-15,3.2,0.08,1.0,4.327500000000001,0.2275,52.8375,2.2825,469.25,30.2,1.6728820849906352,3.4404180948154366,319,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2025-12-16,3.4,0.08,1.0,4.16,0.23,52.78833333333334,2.28,444.5,30.1,1.6409365794934714,3.4372078191851885,320,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2025-12-17,2.9,0.08,1.0,4.043333333333333,0.2233333333333333,52.906666666666666,2.1866666666666674,457.3333333333333,27.5,1.6180672391321549,3.349904087274605,321,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025-12-18,2.1,0.08,1.0,4.465,0.22,52.9,2.245,465.0,26.2,1.698364121628502,3.3032169733019514,322,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2025-12-19,2.9,0.08,1.0,4.525,0.215,52.905,2.3200000000000003,476.5,26.9,1.7092832474038167,3.32862668882732,323,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2025-12-20,3.6,0.08,1.0,4.503333333333333,0.23,52.85666666666666,2.2266666666666666,443.3333333333333,27.5,1.7053539692639268,3.349904087274605,324,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2025-12-21,3.6,0.08,1.0,4.470000000000001,0.225,53.015,2.255,457.0,31.0,1.69927861643389,3.4657359027997265,325,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2025-12-22,2.9,0.08,1.0,4.425000000000001,0.235,53.01,2.3200000000000003,473.5,36.2,1.6910178994265235,3.616308761279101,326,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2025-12-23,3.1,0.08,1.0,4.48,0.22,53.015,2.285,468.5,27.6,1.7011051009599243,3.353406717825807,327,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2025-12-24,3.0,0.08,1.0,4.619999999999999,0.22,52.95,2.3099999999999996,466.0,31.9,1.7263316639055997,3.493472657771326,328,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2025-12-25,3.1,0.08,1.0,4.645,0.205,52.925,2.295,475.0,31.9,1.7307701976016252,3.493472657771326,329,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2025-12-26,3.5,0.08,1.2,4.4725,0.19875000000000004,52.78833333333334,2.2825,470.0,33.4,1.699735550414881,3.5380565643793527,330,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2025-12-27,2.5,0.075,1.0,4.295,0.21,52.92,2.265,483.0,29.3,1.6667629790533698,3.4111477125153233,331,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2025-12-28,2.6,0.075,1.0,4.035,0.215,52.93,2.315,473.5,34.7,1.6164135261705257,3.5751506887855933,332,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2025-12-29,3.0,0.075,1.0,4.46,0.215,52.879999999999995,2.315,474.5,33.4,1.6974487897568136,3.5380565643793527,333,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2025-12-30,3.1,0.075,1.0,4.28,0.22,52.91,2.3599999999999994,484.0,34.1,1.6639260977181702,3.55820113047182,334,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2025-12-31,3.7,0.075,1.020833333,4.415,0.215,52.78833333333334,2.3,470.0,34.6,1.689172880452954,3.572345637857985,335,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
